genres,id,original_title
" ,  Comedy",20239,Fear of a Black Hat
" ,  Comedy,  ,  Drama",16297,With Honors
" ,  Drama,  ,  Mystery,  ,  Romance",18551,Flesh and Bone
" ,  Comedy,  ,  Thriller,  ,  Mystery,  ,  Romance,  ,  Foreign",25440,Widows' Peak
" ,  Comedy,  ,  Romance",9024,For Love or Money
" ,  Drama,  ,  Mystery,  ,  Thriller",37233,The Firm
" ,  Family,  ,  Adventure",1634,Free Willy
" ,  Crime,  ,  Drama,  ,  Thriller",13815,Fresh
" ,  Adventure,  ,  Action,  ,  Thriller,  ,  Crime,  ,  Mystery",5503,The Fugitive
" ,  History,  ,  Action,  ,  Drama,  ,  Western",35588,Geronimo: An American Legend
" ,  Drama,  ,  Action,  ,  Thriller",2087,The Getaway
" ,  Family,  ,  Comedy,  ,  Crime",41579,Getting Even with Dad
" ,  Drama,  ,  Romance",18620,Go Fish
" ,  Comedy,  ,  Drama",41006,A Good Man in Africa
" ,  Drama,  ,  Thriller",4916,Guilty as Sin
" ,  Action,  ,  Adventure,  ,  Crime,  ,  Thriller",2019,Hard Target
" ,  History,  ,  War,  ,  Action,  ,  Drama",31642,Heaven & Earth
" ,  Action,  ,  Comedy,  ,  War",9255,Hot Shots! Part Deux
" ,  Comedy",26271,Live Nude Girls
" ,  Drama,  ,  Comedy,  ,  Romance",10612,The Englishman Who Went Up a Hill But Came Down a Mountain
" ,  Romance,  ,  Drama",2259,The House of the Spirits
" ,  Comedy",16097,House Party 3
" ,  Comedy,  ,  Drama",11934,The Hudsucker Proxy
" ,  Comedy,  ,  Drama",106143,I'll Do Anything
" ,  Comedy",12475,In the Army Now
" ,  Action,  ,  Drama,  ,  Thriller,  ,  Crime,  ,  Mystery",9386,In the Line of Fire
" ,  Drama",7984,In the Name of the Father
" ,  Comedy,  ,  Drama,  ,  Romance",59930,The Inkwell
" ,  Drama,  ,  Music",15765,What's Love Got to Do with It
" ,  Comedy",31643,Jimmy Hollywood
" ,  Action,  ,  Thriller,  ,  Crime",6,Judgment Night
" ,  Adventure,  ,  Science Fiction",329,Jurassic Park
" ,  Thriller,  ,  Crime",10909,Kalifornia
" ,  Action,  ,  Crime,  ,  Drama,  ,  Thriller",507,Killing Zoe
" ,  Drama",34024,King of the Hill
" ,  Action,  ,  Adventure,  ,  Drama,  ,  Family",29918,Lassie
" ,  Adventure,  ,  Fantasy,  ,  Action,  ,  Comedy,  ,  Family",9593,Last Action Hero
" ,  Comedy,  ,  Family",42580,Life With Mikey
" ,  Action,  ,  Comedy,  ,  Western",22317,Lightning Jack
" ,  Drama,  ,  Romance",1413,M. Butterfly
" ,  Comedy",12121,Made in America
" ,  Drama,  ,  Crime",2246,Malice
" ,  Drama",10502,The Man without a Face
" ,  Comedy,  ,  Mystery",10440,Manhattan Murder Mystery
" ,  Drama,  ,  Action,  ,  Crime",9516,Menace II Society
" ,  Action,  ,  Adventure,  ,  Drama,  ,  Thriller",2320,Executive Decision
" ,  Drama,  ,  Romance",5879,愛のコリーダ
" ,  Thriller,  ,  Comedy,  ,  Drama,  ,  Romance",83718,What Happened Was...
" ,  Drama,  ,  Comedy,  ,  Romance",11971,Much Ado About Nothing
" ,  Drama,  ,  Romance",2625,Mr. Jones
" ,  Comedy,  ,  Romance",31911,Mr. Wonderful
" ,  Comedy,  ,  Drama,  ,  Family",788,Mrs. Doubtfire
" ,  Comedy,  ,  Drama",21450,Naked
" ,  Adventure",11231,The Next Karate Kid
" ,  Comedy,  ,  Drama",41588,The New Age
" ,  Action,  ,  Drama,  ,  Science Fiction,  ,  Thriller",10447,No Escape
" ,  Comedy,  ,  Drama,  ,  Family,  ,  Fantasy,  ,  Science Fiction",31586,North
" ,  Romance,  ,  Drama,  ,  Fantasy",9300,Orlando
" ,  Crime,  ,  Drama,  ,  Thriller",9559,A Perfect World
" ,  Drama",9800,Philadelphia
" ,  Drama,  ,  Romance",713,The Piano
" ,  Drama,  ,  Romance",8291,Poetic Justice
" ,  Drama",18133,The Program
" ,  Horror,  ,  Science Fiction,  ,  Thriller",25557,The Puppet Masters
" ,  Comedy,  ,  Crime,  ,  Drama,  ,  Music,  ,  Mystery,  ,  Romance",22588,Radioland Murders
" ,  Comedy",10872,The Ref
" ,  Drama,  ,  Romance",1245,The Remains of the Day
" ,  Comedy,  ,  War",11858,Renaissance Man
" ,  Action,  ,  Drama,  ,  Thriller",7007,Rising Sun
" ,  Comedy,  ,  Romance",10467,The Road to Wellville
" ,  Action,  ,  Adventure,  ,  Crime,  ,  Science Fiction,  ,  Thriller",5550,RoboCop 3
" ,  Comedy",8005,Robin Hood: Men in Tights
" ,  Action,  ,  Crime,  ,  Drama,  ,  Thriller",2088,Romeo Is Bleeding
" ,  Action,  ,  Drama,  ,  Thriller",10412,Romper Stomper
" ,  Drama,  ,  Romance",47889,Ruby in Paradise
" ,  Drama",14534,Rudy
" ,  Drama",56583,The Saint of Fort Washington
" ,  Drama",41878,Les Nuits Fauves
" ,  Drama,  ,  History,  ,  War",424,Schindler's List
" ,  Comedy,  ,  Drama",35233,The Scout
" ,  Drama",14291,Searching for Bobby Fischer
" ,  Drama",103413,Second Best
" ,  Drama,  ,  Family,  ,  Fantasy",11236,The Secret Garden
" ,  Comedy,  ,  Crime,  ,  Horror,  ,  Thriller",11592,Serial Mom
" ,  Adventure,  ,  Fantasy,  ,  Action,  ,  Thriller,  ,  Science Fiction",8850,The Shadow
" ,  Drama,  ,  Romance",10445,Shadowlands
" ,  Comedy,  ,  Drama",695,Short Cuts
" ,  Drama,  ,  Family",43535,A Simple Twist of Fate
" ,  Comedy,  ,  Drama",12519,Sirens
" ,  Mystery,  ,  Drama,  ,  Comedy",23210,Six Degrees of Separation
" ,  Comedy,  ,  Drama,  ,  Romance",858,Sleepless in Seattle
" ,  Drama,  ,  Thriller",867,Sliver
" ,  Science Fiction,  ,  Drama,  ,  Thriller",78,Blade Runner
" ,  Comedy,  ,  Drama,  ,  Romance",13203,Son in Law
" ,  Comedy,  ,  Crime,  ,  Romance",10442,So I Married an Axe Murderer
" ,  Crime,  ,  Action,  ,  Mystery,  ,  Thriller",11074,Striking Distance
" ,  History,  ,  Drama,  ,  Romance",33367,Harem
" ,  Adventure,  ,  Comedy,  ,  Family,  ,  Fantasy",9607,Super Mario Bros.
" ,  Action,  ,  Adventure,  ,  Thriller,  ,  Crime",17585,Surviving the Game
" ,  Action,  ,  Thriller",9057,Terminal Velocity
" ,  Drama,  ,  Music",20967,Thirty Two Short Films About Glenn Gould
" ,  Comedy,  ,  Drama,  ,  Family,  ,  Romance",10635,Threesome
" ,  Fantasy,  ,  Animation,  ,  Family",9479,The Nightmare Before Christmas
" ,  Action,  ,  Adventure,  ,  Comedy",10057,The Three Musketeers
" ,  Action,  ,  Adventure,  ,  Drama,  ,  History,  ,  Western",11969,Tombstone
" ,  Drama,  ,  Action,  ,  Thriller",41590,Trial by Jury
" ,  Action,  ,  Thriller,  ,  Crime,  ,  Romance",319,True Romance
" ,  Documentary,  ,  History",26408,The War Room
" ,  Fantasy,  ,  Science Fiction,  ,  Family,  ,  Animation",15139,The Pagemaster
" ,  Drama,  ,  Comedy",161158,"Paris, France"
,218473,"The Beans of Egypt, Maine"
" ,  Thriller,  ,  Drama,  ,  Romance",85247,Killer
" ,  Comedy,  ,  Drama",11446,Welcome to the Dollhouse
" ,  Drama,  ,  Romance",51980,Germinal
" ,  Comedy,  ,  Romance",24405,Chasers
" ,  Drama,  ,  Horror,  ,  Thriller",11655,Cronos
" ,  Comedy,  ,  Romance",11800,Naked in New York
" ,  Comedy,  ,  Drama",8223,Kika
" ,  Comedy,  ,  Drama",14587,Bhaji on the Beach
" ,  Comedy,  ,  Family",31504,Little Big League
" ,  Drama",41653,Kådisbellan
" ,  TV Movie,  ,  Drama,  ,  Romance,  ,  Comedy",53185,Wide Eyed and Legless
" ,  Drama,  ,  Romance",95743,Foreign Student
" ,  Comedy,  ,  Foreign",23637,Io speriamo che me la cavo
" ,  Comedy,  ,  Drama",17600,Spanking the Monkey
" ,  Romance,  ,  Comedy,  ,  Family",10897,The Little Rascals
" ,  Comedy",349394,À la mode
" ,  Drama,  ,  Family,  ,  Adventure",21352,Andre
" ,  Thriller,  ,  Crime,  ,  Drama",68806,La scorta
" ,  Comedy,  ,  Drama,  ,  History,  ,  Mystery",37345,Princess Caraboo
" ,  History,  ,  Documentary",32562,The Celluloid Closet
" ,  Drama,  ,  Comedy,  ,  Romance,  ,  Foreign",47507,Métisse
" ,  Comedy,  ,  Drama",25403,Caro diario
" ,  Romance,  ,  Drama",124304,De eso no se habla
" ,  Comedy",9066,The Brady Bunch Movie
" ,  Comedy,  ,  Family",771,Home Alone
" ,  Fantasy,  ,  Drama,  ,  Thriller,  ,  Mystery,  ,  Romance",251,Ghost
" ,  Animation,  ,  Family,  ,  Comedy,  ,  Adventure,  ,  Fantasy,  ,  Romance",812,Aladdin
" ,  Action,  ,  Thriller,  ,  Science Fiction",280,Terminator 2: Judgment Day
" ,  Adventure,  ,  Drama,  ,  Western",581,Dances with Wolves
" ,  Thriller,  ,  Action,  ,  Drama",80350,Tough and Deadly
" ,  Fantasy,  ,  Action",268,Batman
" ,  Crime,  ,  Drama,  ,  Thriller",274,The Silence of the Lambs
" ,  Fantasy,  ,  Animation,  ,  Family",408,Snow White and the Seven Dwarfs
" ,  Romance,  ,  Family,  ,  Animation,  ,  Fantasy,  ,  Music",10020,Beauty and the Beast
" ,  Animation,  ,  Family",10895,Pinocchio
" ,  Romance,  ,  Comedy",114,Pretty Woman
" ,  Comedy,  ,  Drama,  ,  Fantasy",41043,Окно в Париж
" ,  Adventure,  ,  Western",576,The Wild Bunch
" ,  Crime,  ,  Thriller",15477,Love and a .45
" ,  Drama,  ,  Foreign,  ,  Romance",59146,The Wooden Man's Bride
,124472,A Great Day in Harlem
" ,  Comedy,  ,  Romance",30528,Bye Bye Love
" ,  Comedy,  ,  Romance",7300,One Fine Day
" ,  Horror",10824,Candyman: Farewell to the Flesh
" ,  Romance,  ,  Drama",261246,Century
" ,  Crime,  ,  Drama,  ,  Thriller",275,Fargo
" ,  Adventure,  ,  Comedy,  ,  Drama,  ,  Family",25059,Homeward Bound II: Lost in San Francisco
" ,  Animation,  ,  Science Fiction",11827,Heavy Metal
" ,  Horror,  ,  Thriller,  ,  Science Fiction",8766,Hellraiser: Bloodline
" ,  Comedy,  ,  Romance",23570,The Pallbearer
" ,  Drama,  ,  Romance",47333,Jane Eyre
" ,  Drama,  ,  Mystery,  ,  Thriller",54850,Loaded
" ,  Comedy,  ,  Foreign",51242,Pane e cioccolata
" ,  Animation,  ,  Comedy,  ,  Family,  ,  Adventure",10112,The Aristocats
" ,  Drama,  ,  Romance",4307,La flor de mi secreto
" ,  Comedy,  ,  Romance",46029,Two Much
" ,  Comedy,  ,  Family",32308,Ed
" ,  Adventure,  ,  Drama,  ,  Documentary",88893,Schrei aus Stein
" ,  Drama",52873,Ma saison préférée
,123505,A Modern Affair
" ,  Thriller,  ,  Action,  ,  Drama",340210,Condition Red
" ,  Comedy,  ,  Drama",44281,Asfour Stah
" ,  Comedy,  ,  Thriller,  ,  Crime,  ,  Romance",28121,A Thin Line Between Love and Hate
" ,  Comedy,  ,  Thriller,  ,  Crime,  ,  Drama",12520,The Last Supper
" ,  Crime,  ,  Drama,  ,  Mystery,  ,  Thriller",1592,Primal Fear
,166901,Rude
" ,  Drama,  ,  Romance",36447,Carried Away
" ,  Romance,  ,  Animation,  ,  Family,  ,  Adventure,  ,  Fantasy",19042,All Dogs Go to Heaven 2
" ,  Drama,  ,  History,  ,  War,  ,  Romance",38884,Land and Freedom
" ,  Comedy",47449,Denise Calls Up
" ,  Fantasy,  ,  Science Fiction,  ,  Family",36259,Theodore Rex
" ,  Comedy,  ,  Drama",41852,A Family Thing
" ,  Drama,  ,  Thriller",40926,Frisk
" ,  Comedy,  ,  Family",9099,Sgt. Bilko
" ,  Comedy,  ,  Drama,  ,  Romance",2021,Jack & Sarah
" ,  Comedy",61752,Girl 6
" ,  Drama,  ,  Horror,  ,  Mystery,  ,  Thriller",10988,Diabolique
" ,  Adventure,  ,  Drama,  ,  Comedy,  ,  Family",11479,Un indien dans la ville
" ,  Romance,  ,  Drama",398959,Roula - Dunkle Geheimnisse
" ,  Comedy",287305,Peanuts – Die Bank zahlt alles
" ,  Comedy",339428,Happy Weekend
" ,  Drama,  ,  Romance",12652,Nelly & Monsieur Arnaud
" ,  Drama,  ,  Thriller,  ,  Mystery,  ,  War",10684,Courage Under Fire
" ,  Adventure,  ,  Action,  ,  Thriller",954,Mission: Impossible
" ,  Drama,  ,  Comedy",68445,Á köldum klaka
" ,  Drama,  ,  Romance",18989,Moll Flanders
" ,  Comedy",10801,Das Superweib
" ,  Horror,  ,  Mystery,  ,  Thriller",54285,삼공일 삼공이
" ,  Fantasy",8840,DragonHeart
" ,  Drama",278978,Und keiner weint mir nach
" ,  Drama",124625,My Mother's Courage
" ,  Action,  ,  Comedy",11107,Eddie
" ,  Drama,  ,  Comedy",16417,Yankee Zulu
,70934,Billy's Holiday
" ,  Crime,  ,  Drama,  ,  Thriller",10363,Plein soleil
" ,  Romance,  ,  Comedy,  ,  Drama",161070,August
" ,  Adventure,  ,  Animation,  ,  Family",10539,James and the Giant Peach
" ,  Drama,  ,  Thriller,  ,  Romance",10543,Fear
" ,  Comedy",18414,Kids in the Hall: Brain Candy
" ,  Comedy,  ,  Crime,  ,  Drama",47502,Faithful
" ,  War,  ,  Drama,  ,  Comedy",11902,Podzemlje
" ,  War,  ,  Drama,  ,  Romance",27098,Lust och fägring stor
" ,  Action,  ,  Thriller",25087,Bloodsport II
" ,  Drama",5801,পথের পাঁচালী
" ,  Drama",896,অপুর সংসার
" ,  Comedy,  ,  Science Fiction",3065,Mystery Science Theater 3000: The Movie
,318177,Tarantella
" ,  Animation,  ,  Comedy,  ,  Drama,  ,  Family,  ,  Fantasy",2300,Space Jam
" ,  Science Fiction",8069,Barbarella
" ,  Thriller,  ,  Action,  ,  Drama",288173,Hostile Intentions
" ,  Comedy,  ,  Horror,  ,  Science Fiction",187851,They Bite
" ,  Drama,  ,  Thriller",27768,Some Folks Call It a Sling Blade
" ,  Drama,  ,  Romance",221917,The Run of the Country
" ,  Drama,  ,  Science Fiction,  ,  Mystery",8072,"Alphaville, une étrange aventure de Lemmy Caution"
" ,  Drama",35797,Coup de torchon
" ,  Documentary,  ,  Foreign",88030,Tigrero: A Film That Was Never Made
,185191,L'oeil de Vichy
" ,  Horror,  ,  Drama,  ,  Thriller",83857,Windows
" ,  Drama",33245,It's My Party
" ,  Drama,  ,  Romance",124460,Country Life
" ,  Action,  ,  Adventure,  ,  Comedy,  ,  Family",27281,Operation Dumbo Drop
" ,  Drama,  ,  Romance",105045,Das Versprechen
" ,  Comedy,  ,  Romance,  ,  Drama",40001,Mrs. Winterbourne
" ,  Action,  ,  Adventure,  ,  Science Fiction,  ,  Thriller",29621,Solo
" ,  Drama,  ,  Foreign",117730,Etz Hadomim Tafus
" ,  Action,  ,  Thriller",20762,The Substitute
" ,  Crime,  ,  Mystery,  ,  Thriller",37144,True Crime
" ,  Crime,  ,  Drama,  ,  Romance,  ,  Thriller",48260,Butterfly Kiss
" ,  Action,  ,  Comedy,  ,  Drama,  ,  Thriller",12656,Feeling Minnesota
" ,  Drama,  ,  Romance",38867,Delta of Venus
,277270,To Cross the Rubicon
" ,  Comedy,  ,  Drama,  ,  Family,  ,  Romance",25969,Angus
" ,  Drama,  ,  History",44103,Daens
" ,  Drama",753,Faces
" ,  Romance,  ,  Drama,  ,  Mystery",43634,Boys
" ,  Action,  ,  Adventure",9103,The Quest
" ,  Comedy,  ,  Romance",90214,Cosi
" ,  Drama",29649,Sunset Park
" ,  Drama,  ,  Mystery,  ,  Thriller",10990,Mulholland Falls
" ,  Comedy,  ,  Romance",8866,The Truth About Cats & Dogs
" ,  Animation,  ,  Comedy,  ,  Family",12233,Oliver & Company
" ,  Comedy",23449,Celtic Pride
" ,  Adventure,  ,  Family",36355,Flipper
" ,  Drama,  ,  Thriller,  ,  Mystery,  ,  Romance",37667,Captives
" ,  Drama",90148,Of Love and Shadows
" ,  Drama,  ,  Fantasy,  ,  Western",922,Dead Man
" ,  War,  ,  Adventure,  ,  Drama,  ,  Romance",11876,Le Hussard sur le toit
" ,  Action,  ,  Crime,  ,  Drama",52633,Switchblade Sisters
" ,  Comedy,  ,  Foreign",62364,Boca a boca
" ,  Fantasy,  ,  Comedy,  ,  Science Fiction",11687,Les visiteurs
" ,  Comedy,  ,  Fantasy,  ,  Science Fiction",9304,Multiplicity
" ,  Documentary",73183,"The Haunted World of Edward D. Wood, Jr."
" ,  Drama,  ,  Foreign",131232,Due Amici
" ,  Drama,  ,  Fantasy,  ,  Horror,  ,  Thriller",9100,The Craft
" ,  Comedy,  ,  Drama",20759,The Great White Hype
" ,  Drama,  ,  Thriller",46063,Last Dance
,365371,War Stories Our Mother Never Told Us
" ,  Comedy,  ,  Drama,  ,  Romance",32513,Cold Comfort Farm
" ,  Animation,  ,  Drama",40651,"Institute Benjamenta, or This Dream People Call Human Life"
" ,  Drama,  ,  Mystery,  ,  Thriller",36915,Heaven's Prisoners
" ,  Action,  ,  Drama,  ,  Crime,  ,  Thriller",40507,Original Gangstas
" ,  Action,  ,  Adventure,  ,  Thriller",9802,The Rock
" ,  Comedy",25697,Getting Away with Murder
" ,  Fantasy,  ,  Drama,  ,  Horror,  ,  Comedy",21588,Dellamorte Dellamore
" ,  Action,  ,  Adventure,  ,  Drama",664,Twister
" ,  Action,  ,  Science Fiction",11867,Barb Wire
" ,  Drama",47119,Le garçu
" ,  Comedy",314352,Honigmond
" ,  Action,  ,  Animation,  ,  Science Fiction",9323,GHOST IN THE SHELL
" ,  Horror,  ,  Thriller",10280,Thinner
" ,  Action,  ,  Comedy",10535,Spy Hard
" ,  Comedy,  ,  Drama",124613,Brothers in Trouble
" ,  Family,  ,  Animation,  ,  Comedy",532,A Close Shave
" ,  Drama,  ,  Action,  ,  Crime",26744,Force of Evil
" ,  Comedy,  ,  Family",16299,The Stupids
" ,  Action,  ,  Mystery,  ,  Science Fiction,  ,  Thriller",10547,The Arrival
" ,  Drama,  ,  War",245268,The Man from Down Under
" ,  Drama,  ,  Comedy,  ,  War",935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
" ,  Horror,  ,  Comedy,  ,  Drama,  ,  Fantasy",55613,Careful
,215107,Vermont Is for Lovers
" ,  Comedy,  ,  Drama,  ,  Romance",41007,A Month by the Lake
" ,  Drama",35645,Gold Diggers: The Secret of Bear Mountain
" ,  Family,  ,  Adventure",110465,Kim
" ,  Documentary",255546,Carmen Miranda: Bananas Is My Business
" ,  Drama,  ,  Action",40751,東邪西毒
,275096,Khomreh
" ,  Documentary",85778,Maya Lin: A Strong Clear Vision
" ,  Drama,  ,  History,  ,  War",11101,Stalingrad
" ,  Adventure,  ,  Action",9826,The Phantom
" ,  Drama,  ,  Thriller,  ,  Crime",9879,Striptease
" ,  Drama,  ,  Comedy",63564,The Last of the High Kings
" ,  Drama,  ,  Romance",22621,Heavy
" ,  Comedy,  ,  Drama,  ,  Science Fiction",7095,Jack
" ,  Drama",26890,I Shot Andy Warhol
" ,  Comedy,  ,  Drama,  ,  Family",46732,The Grass Harp
" ,  Drama",124633,Tuđa Amerika
" ,  Music,  ,  Romance",202425,La vie est belle
,196940,Quartier Mozart
" ,  Drama,  ,  Romance",77771,Touki-Bouki
" ,  Drama",181083,Wend Kuuni
" ,  Drama,  ,  Mystery,  ,  Horror",41225,Histoires extraordinaires
,188589,Babyfever
" ,  Western,  ,  Drama,  ,  War",87190,Pharaoh's  Army
" ,  Drama,  ,  Crime",627,Trainspotting
" ,  Comedy,  ,  Romance",32872,Til There Was You
" ,  Action,  ,  Adventure,  ,  Science Fiction",602,Independence Day
" ,  Drama,  ,  Romance",14553,Stealing Beauty
" ,  Drama,  ,  Mystery,  ,  Thriller",9566,The Fan
" ,  Drama,  ,  Animation,  ,  Family",10545,The Hunchback of Notre Dame
" ,  Comedy,  ,  Drama,  ,  Thriller",9894,The Cable Guy
" ,  Comedy",11543,Kingpin
" ,  Action,  ,  Drama,  ,  Mystery,  ,  Thriller",9268,Eraser
" ,  Documentary",52059,The Gate of Heavenly Peace
" ,  Fantasy,  ,  Comedy,  ,  Romance,  ,  Science Fiction",9327,The Nutty Professor
" ,  Drama,  ,  Foreign",123763,"Yo, la peor de todas"
" ,  Drama,  ,  Romance,  ,  War",81949,Un été inoubliable
,42005,"Hol volt, hol nem volt"
,124306,En compagnie d'Antonin Artaud
,183955,Sibak
" ,  Comedy,  ,  Drama",44535,Somebody to Love
" ,  Drama",44495,A Very Natural Thing
" ,  Comedy",78285,La vieille qui marchait dans la mer
" ,  Action,  ,  Adventure,  ,  Thriller",11228,Daylight
" ,  Horror,  ,  Comedy",10779,The Frighteners
" ,  Drama,  ,  Mystery,  ,  Romance",26748,Lone Star
" ,  Comedy,  ,  Drama,  ,  Family",38223,Harriet the Spy
" ,  Drama,  ,  Fantasy,  ,  Romance,  ,  Science Fiction",9294,Phenomenon
" ,  Comedy,  ,  Drama,  ,  Romance",49963,Walking and Talking
" ,  Comedy,  ,  Romance",11363,She's the One
" ,  Crime,  ,  Drama,  ,  Thriller",1645,A Time to Kill
" ,  Drama",31546,American Buffalo
" ,  Romance,  ,  Comedy",77056,Les Rendez-vous de Paris
" ,  Adventure",36344,Alaska
" ,  Action,  ,  Comedy,  ,  Thriller",18550,Fled
" ,  Fantasy,  ,  Comedy,  ,  Science Fiction,  ,  Family",11511,Kazaam
,172198,Bűvös vadász
" ,  Family,  ,  Comedy",34170,Larger Than Life
,281085,A Boy Called Hate
" ,  Action,  ,  Mystery,  ,  Thriller",109478,Power 98
" ,  War,  ,  Drama",124645,Two Deaths
" ,  Comedy",12606,A Very Brady Sequel
" ,  Comedy",69895,Stefano Quantestorie
" ,  Adventure,  ,  Drama",35206,La mort en ce jardin
" ,  War,  ,  Drama",151489,Hedd Wyn
" ,  Drama,  ,  Comedy,  ,  Romance",4837,La Collectionneuse
" ,  Drama,  ,  Foreign",12632,Kaspar Hauser
" ,  Comedy,  ,  Foreign",9098,Echte Kerle
" ,  Drama",282919,Diebinnen
" ,  Thriller",124614,O Convento
" ,  Animation,  ,  Family,  ,  Fantasy",18975,The Adventures of Pinocchio
" ,  Fantasy,  ,  Comedy,  ,  Music",11962,Joe's Apartment
" ,  Comedy",2925,The First Wives Club
" ,  Romance,  ,  Drama,  ,  Comedy",28628,Stonewall
" ,  Action,  ,  Thriller",3595,Ransom
" ,  Comedy",9308,High School High
" ,  Comedy",92381,Phat Beach
" ,  Action,  ,  Drama,  ,  Thriller",18555,Foxfire
" ,  Action,  ,  Drama,  ,  Science Fiction,  ,  Thriller",12123,Chain Reaction
" ,  Comedy,  ,  Family,  ,  Fantasy",10830,Matilda
" ,  Drama,  ,  Comedy,  ,  Romance",3573,Emma
" ,  Action,  ,  Fantasy,  ,  Thriller",10546,The Crow: City of Angels
" ,  Comedy,  ,  Family",18862,House Arrest
" ,  Drama,  ,  Horror,  ,  Thriller",31417,Les Yeux sans visage
" ,  Horror,  ,  Comedy",9431,Bordello of Blood
" ,  Drama",124619,Lotto Land
,297645,The Story of Xinghua
,48144,天國逆子
" ,  Drama,  ,  Romance",46986,Flirt
" ,  Drama",144982,The Big Squeeze
" ,  Comedy,  ,  Drama",47907,The Spitfire Grill
" ,  Action,  ,  Adventure,  ,  Science Fiction,  ,  Thriller",10061,Escape from L.A.
" ,  Crime,  ,  Drama",36266,Xích lô
" ,  Drama,  ,  History",549,Basquiat
" ,  Comedy,  ,  Drama,  ,  Romance",10478,Tin Cup
" ,  Drama,  ,  Music",66634,Dingo
" ,  Drama",116690,楢山節考
" ,  Drama",213917,Un week-end sur deux
,145925,Mille bolle blu
,100914,Wuya yu maque
" ,  Drama,  ,  Crime",238,The Godfather
" ,  Comedy,  ,  Drama",159,Der bewegte Mann
" ,  Action,  ,  Crime,  ,  Thriller",11134,警察故事 III：超級警察
